time,bandVelocityActual,currentRMS,feedRateActual,machineRunning,microphoneRMS,temperatureRMS,vibrationRMS,Experiment No,Piece No,Material
2025-12-12 14:50:25,41,1.1696771383285522,390,True,0.0785478055477142,24.312808990478516,2.9560258388519287,-1,-1,Empty
2025-12-12 14:50:26,41,1.1349655389785769,390,True,0.0769286677241325,24.30211639404297,3.331592798233032,-1,-1,Empty
2025-12-12 14:50:28,41,1.1531599760055542,390,True,0.080153614282608,24.29984474182129,2.6634483337402344,-1,-1,Empty
2025-12-12 14:50:29,41,1.136043667793274,390,True,0.0778120532631874,24.307178497314453,2.7460784912109375,-1,-1,Empty
2025-12-12 14:50:30,41,1.125166654586792,390,True,0.0773988887667656,24.320037841796875,2.608601331710815,-1,-1,Empty
2025-12-12 14:50:32,41,1.1119025945663452,390,True,0.082510158419609,24.310482025146484,2.266599655151367,-1,-1,Empty
2025-12-12 14:50:33,41,1.133356690406799,390,True,0.0797911882400512,24.310365676879883,2.5930533409118652,-1,-1,Empty
2025-12-12 14:50:36,41,1.1287654638290403,390,True,0.0737252607941627,24.303119659423828,2.7409534454345703,-1,-1,Empty
2025-12-12 14:50:37,41,1.160217523574829,390,True,0.07366244494915,24.31294822692871,2.2991933822631836,-1,-1,Empty
2025-12-12 14:50:38,41,1.1362090110778809,390,True,0.0776201784610748,24.314355850219727,3.2372727394104004,-1,-1,Empty
2025-12-12 14:50:39,41,1.1055957078933716,390,True,0.0747747495770454,24.323619842529297,3.185580253601074,-1,-1,Empty
2025-12-12 14:50:40,41,1.1176375150680542,390,True,0.0732429921627044,24.309476852416992,3.088879346847534,-1,-1,Empty
2025-12-12 14:50:42,41,1.1250802278518677,390,True,0.0738151147961616,24.3088321685791,3.353729724884033,-1,-1,Empty
2025-12-12 14:50:43,41,1.0629191398620603,390,True,0.0764357149600982,24.30433654785156,2.6185379028320312,-1,-1,Empty
2025-12-12 14:50:45,41,1.0845423936843872,390,True,0.0722681730985641,24.31964874267578,2.6807453632354736,-1,-1,Empty
2025-12-12 14:50:46,41,1.0684971809387207,390,True,0.0802895575761795,24.308124542236328,2.5328617095947266,-1,-1,Empty
2025-12-12 14:50:47,41,1.082985281944275,390,True,0.0774624273180961,24.30105209350586,2.741126298904419,-1,-1,Empty
